"Id","SalePrice"
1461,120853.709661816
1462,158221.992563077
1463,183212.762200578
1464,195226.507839356
1465,189088.830991586
1466,174170.634685035
1467,176068.871963092
1468,168089.517344401
1469,186824.94895081
1470,123717.897505677
1471,186713.442658874
1472,100531.605655535
1473,99681.9633686178
1474,151904.708396333
1475,128272.315952577
1476,366977.839904067
1477,261776.371051928
1478,290793.849735559
1479,288024.220856249
1480,460826.402717997
1481,333545.432978739
1482,209562.80236778
1483,174772.992992801
1484,164843.816835138
1485,182572.471665856
1486,196564.974621805
1487,321191.320280978
1488,237091.499207516
1489,202528.65609125
1490,218206.712837725
1491,191188.88236511
1492,93480.7470464674
1493,174303.692828909
1494,293809.486457286
1495,289777.694052304
1496,237314.316294552
1497,179397.666626397
1498,160400.214615752
1499,158822.726740633
1500,154078.186917056
1501,173768.539835466
1502,153702.459937537
1503,294447.398890735
1504,238276.940085604
1505,220375.314582099
1506,187024.286159806
1507,242136.76422937
1508,202165.226637516
1509,161090.575892532
1510,146146.605881785
1511,148908.559338008
1512,166276.545138901
1513,142066.170078261
1514,150584.047835019
1515,201469.495163977
1516,157050.513507534
1517,163038.307980164
1518,132169.712821889
1519,221424.036105787
1520,134754.702394403
1521,137847.064075764
1522,166372.3190977
1523,114238.973065118
1524,123299.664683515
1525,121125.855326752
1526,117310.743131909
1527,107942.933172712
1528,130202.467790836
1529,151023.938147121
1530,178091.272832845
1531,116795.960675159
1532,100605.900021704
1533,142951.840397736
1534,123608.46591511
1535,144541.508578642
1536,106401.478730748
1537,73878.2304041166
1538,148829.234681545
1539,190992.753876424
1540,92631.7048940319
1541,151618.055290172
1542,138719.925645132
1543,201360.359964508
1544,82111.4174544558
1545,109701.34255159
1546,131227.253218586
1547,134761.46586331
1548,132829.64669383
1549,114109.451471605
1550,140800.747040544
1551,111963.513496606
1552,135352.246865788
1553,140540.091058045
1554,115680.076077226
1555,164097.957548518
1556,92222.5618273981
1557,110033.820088576
1558,98487.8719130321
1559,80578.8171831847
1560,141659.677004053
1561,124686.077065184
1562,129750.828295062
1563,119970.472104224
1564,153766.862191518
1565,151318.005673005
1566,233076.090921477
1567,77749.7644632287
1568,222642.344889066
1569,129161.521977291
1570,135285.644710253
1571,129104.292959389
1572,145266.974511906
1573,228396.57381949
1574,111376.662393234
1575,213207.783266967
1576,217179.366451419
1577,192627.188558935
1578,148438.612683013
1579,148723.013554174
1580,195092.072726019
1581,147347.905897013
1582,127696.784348137
1583,313002.56560213
1584,225377.680684892
1585,140766.516904073
1586,79154.7200227595
1587,105202.014057541
1588,147839.236673695
1589,94673.3428367478
1590,131493.424935929
1591,97431.5166621575
1592,114639.957487562
1593,126287.238314365
1594,135487.673363552
1595,109642.700029076
1596,225009.391751067
1597,189122.310722749
1598,214383.651337066
1599,166800.442238304
1600,163211.007450637
1601,78756.6574386661
1602,110356.232098217
1603,84444.1716381624
1604,257577.017251818
1605,251207.649846594
1606,168796.282231484
1607,170869.753278055
1608,207687.65876482
1609,192674.185408022
1610,156084.991302856
1611,146300.025614487
1612,170791.032675224
1613,161106.157791858
1614,117906.380701448
1615,87706.4152912686
1616,77915.7057358105
1617,89808.0419329367
1618,128430.823290547
1619,139121.296856953
1620,151159.716165938
1621,138202.202901899
1622,143078.590188446
1623,264529.192922379
1624,206335.529586393
1625,123448.841077433
1626,171899.882730794
1627,188875.026410695
1628,280455.862491634
1629,182853.811409145
1630,336887.864868951
1631,232387.675909122
1632,246027.62375659
1633,169317.039094432
1634,185145.146477877
1635,179592.427228636
1636,158464.237575548
1637,181209.852945851
1638,192382.23253607
1639,184918.778959599
1640,259574.7495389
1641,185002.70504378
1642,234593.745238557
1643,220624.105937799
1644,233112.85094714
1645,185943.769367754
1646,158697.956619098
1647,165496.280664379
1648,133985.778999642
1649,137432.554581063
1650,115699.707594401
1651,119836.884146347
1652,99368.1185855842
1653,102239.336652441
1654,148384.522223101
1655,147619.596118999
1656,145881.802703802
1657,149129.579948558
1658,148508.918616485
1659,133892.550738576
1660,151036.021884512
1661,414913.037556456
1662,401095.191903914
1663,381377.987140201
1664,375946.796743298
1665,305551.568705325
1666,317011.667231409
1667,342000.883905956
1668,318709.739700612
1669,298139.1764055
1670,351384.654579088
1671,256549.550135905
1672,421020.382859341
1673,300506.391309176
1674,244564.093689437
1675,188043.460376178
1676,188947.084477827
1677,219259.583897613
1678,426757.53714765
1679,390469.337892482
1680,334579.289463202
1681,250384.124098155
1682,318512.702392929
1683,181516.645175474
1684,177548.490599965
1685,174209.098304532
1686,170415.142179234
1687,170318.000103095
1688,193253.786496339
1689,195441.188984632
1690,195950.758154621
1691,181827.173822712
1692,268490.209616114
1693,169088.319474569
1694,184050.920214938
1695,171220.660154819
1696,262783.820288207
1697,174358.013757632
1698,355008.26287957
1699,310559.318299221
1700,248140.271030061
1701,261756.24009117
1702,245466.420339677
1703,247238.997229002
1704,283793.09320363
1705,236381.535773589
1706,392781.784333138
1707,216994.359802424
1708,199325.837970527
1709,277170.189676358
1710,223317.885697709
1711,267097.447682646
1712,264223.110115428
1713,269133.524788843
1714,219536.39236371
1715,211648.845692166
1716,178406.825009634
1717,175319.54116798
1718,135254.854617127
1719,205997.441987976
1720,248906.513153511
1721,162593.515382838
1722,127493.354324232
1723,153491.054057336
1724,211465.307408334
1725,233769.329711155
1726,181425.135467211
1727,157196.717007061
1728,175194.35471663
1729,165939.18081797
1730,153600.303622409
1731,122911.917700816
1732,126716.187292618
1733,116053.056936235
1734,125315.556966746
1735,127245.570922663
1736,116071.963323226
1737,318427.916896425
1738,230068.36855553
1739,269583.6130604
1740,199776.145005035
1741,184149.829294217
1742,173947.738746527
1743,175823.414987658
1744,274546.938873294
1745,213875.294443743
1746,194446.679429595
1747,221880.97559123
1748,212196.984477042
1749,151749.413343847
1750,132060.32845936
1751,235278.075017133
1752,119627.836827942
1753,145523.704032371
1754,196615.714879087
1755,169419.272467093
1756,119831.616365632
1757,120844.703095647
1758,147400.301719316
1759,170019.306593356
1760,161796.077519055
1761,142900.639920239
1762,173856.511986677
1763,179211.954666056
1764,116629.680700671
1765,156375.553140403
1766,175102.951169238
1767,203993.44085356
1768,142719.927233202
1769,175316.765022968
1770,147147.27313786
1771,129370.67604996
1772,132202.571282381
1773,128441.536044048
1774,137646.942243487
1775,141509.968850366
1776,122946.180506945
1777,112500.880332766
1778,136664.283805352
1779,118763.627704952
1780,176717.075311372
1781,125811.110184689
1782,90697.5980448465
1783,137794.90098484
1784,101598.29772072
1785,114424.26711677
1786,155714.833782661
1787,161601.991341544
1788,66547.6754187767
1789,99692.1708108781
1790,81960.1800981716
1791,176518.404336213
1792,149242.560863731
1793,135503.682272657
1794,148725.618950781
1795,137049.486170761
1796,130845.035670609
1797,110853.26494626
1798,123786.523666662
1799,111009.551479836
1800,127381.62719122
1801,126409.573579572
1802,141380.109548499
1803,151314.252702561
1804,138498.840737196
1805,139752.68305252
1806,116643.531653368
1807,134092.207974305
1808,126353.721556512
1809,118611.969301237
