"Id","SalePrice"
1461,117687.668806669
1462,156239.289655352
1463,180061.89787414
1464,196848.295777867
1465,198477.621586155
1466,170478.712559926
1467,179932.890640103
1468,162351.068102098
1469,199450.033889806
1470,115757.923184995
1471,192788.071083029
1472,101265.143238349
1473,99038.8494500192
1474,145795.853217048
1475,113989.980148415
1476,353172.686309602
1477,248719.720587657
1478,303059.081974081
1479,303567.115074737
1480,454867.948491932
1481,331250.524573509
1482,218191.302807413
1483,177838.806862776
1484,162172.362245943
1485,196927.999645693
1486,196422.178592066
1487,326880.078995153
1488,243245.44311997
1489,189603.695542485
1490,222647.52595979
1491,195492.451458677
1492,91477.1778463666
1493,184100.910767387
1494,299342.698299512
1495,298154.777076694
1496,229981.563407005
1497,183399.238592339
1498,172157.896717937
1499,165616.630394479
1500,158636.823171182
1501,173025.921507404
1502,152993.494618578
1503,283737.942400077
1504,243851.739962256
1505,222623.222638234
1506,187717.190890868
1507,237988.247260993
1508,208123.572061245
1509,161565.602680876
1510,142574.214438416
1511,147791.465758661
1512,165734.760424926
1513,149890.101106298
1514,149744.110561072
1515,207037.366401914
1516,152970.867598789
1517,177359.887923221
1518,133166.285596211
1519,207751.379097006
1520,128118.905883525
1521,131462.731366265
1522,175545.802058091
1523,111880.982584939
1524,129497.750990999
1525,120434.227903096
1526,116082.415916348
1527,109809.203539926
1528,144210.378461808
1529,148042.062093445
1530,184810.928718088
1531,114976.452716757
1532,98354.1270600116
1533,141065.292146833
1534,126956.811716351
1535,147241.869613617
1536,108907.849987746
1537,63976.9533415407
1538,146243.509007134
1539,208746.334157844
1540,97703.6406232208
1541,149427.030256671
1542,138442.543008353
1543,180405.30020723
1544,86597.9598922936
1545,116284.672508938
1546,139320.396446539
1547,130524.859184283
1548,137678.90983501
1549,119353.490166546
1550,127881.011288962
1551,109191.591225125
1552,120766.743588964
1553,141683.926309782
1554,117207.0889924
1555,163104.716073699
1556,99068.4619051914
1557,106476.263045675
1558,104461.873855974
1559,63418.8998297252
1560,138284.142921857
1561,122868.892570082
1562,133080.702513255
1563,118743.384512396
1564,160260.590326477
1565,151737.894824819
1566,244656.425218421
1567,78556.442679397
1568,228167.910576118
1569,123920.074001469
1570,145167.808524399
1571,130349.207191221
1572,139965.310032113
1573,232691.571084417
1574,117808.479562929
1575,217645.436094287
1576,242694.56258715
1577,178987.443186723
1578,148979.136111857
1579,144823.551208652
1580,197846.824674035
1581,161159.508651076
1582,123682.866383629
1583,284941.813042036
1584,214692.941022305
1585,137335.046783182
1586,68242.4617564133
1587,104693.204203999
1588,145240.657975065
1589,95150.8552555473
1590,136875.481000567
1591,91283.9340143701
1592,119924.372994013
1593,121083.584091351
1594,134475.786327758
1595,110832.046607019
1596,224665.625336309
1597,193172.76212841
1598,233394.8176332
1599,172448.184621669
1600,161775.345445832
1601,67648.4833366676
1602,117027.361205383
1603,68752.2894743629
1604,244182.949077434
1605,251381.905475507
1606,169094.758523176
1607,181081.066038791
1608,220618.194867979
1609,178578.961770033
1610,150970.019991273
1611,144448.865088636
1612,172175.876637661
1613,161950.721170067
1614,120023.678600952
1615,95412.9185175533
1616,82064.4757889847
1617,95677.7577577602
1618,128013.833375873
1619,137119.595587177
1620,146222.669073648
1621,142864.006979712
1622,140510.522180083
1623,259311.419215251
1624,215506.951976552
1625,121491.567950668
1626,169853.9994112
1627,188934.644384091
1628,283407.623344112
1629,188079.918910013
1630,335202.261656349
1631,231898.597948909
1632,248464.578800529
1633,177716.936049496
1634,187053.720825825
1635,176701.54718093
1636,153159.089839671
1637,189494.694748765
1638,184415.942654227
1639,190446.684102289
1640,249646.182977391
1641,185457.019928182
1642,246276.260297167
1643,215765.424816755
1644,236521.682271808
1645,183950.358029011
1646,159908.985129487
1647,160640.986546718
1648,128921.217269496
1649,142271.055703879
1650,110725.780075372
1651,122012.456105827
1652,102379.494634106
1653,105455.527917249
1654,144042.033092557
1655,133227.634353361
1656,140570.770927451
1657,144733.761998312
1658,145894.949668814
1659,118622.539792906
1660,160546.693725419
1661,342878.44305399
1662,397318.179961851
1663,367844.192126053
1664,452817.448195005
1665,307529.012067554
1666,336834.28773004
1667,365884.017219649
1668,343015.53242175
1669,317306.215374287
1670,345870.623500101
1671,252184.530052123
1672,389692.948994128
1673,294953.721552512
1674,244510.851703295
1675,197059.678171656
1676,195737.04882452
1677,220323.209749685
1678,431511.50337224
1679,378322.682125901
1680,319762.99299046
1681,249772.459768737
1682,315498.39649295
1683,186810.490824197
1684,177127.84587351
1685,176531.791497162
1686,170423.923038552
1687,179510.321678166
1688,191313.719146822
1689,196370.19638447
1690,199539.410315495
1691,190531.582476556
1692,271624.314981018
1693,175522.895588229
1694,183489.303057674
