"Id","SalePrice"
1461,121677.019249217
1462,155621.046667689
1463,179828.061359531
1464,191991.292100269
1465,189150.875881837
1466,175649.612362976
1467,173117.878057228
1468,169509.771476386
1469,189080.006717142
1470,120078.066813846
1471,195848.603034478
1472,98102.083732518
1473,99416.8580895092
1474,151105.944285785
1475,125838.371761862
1476,363527.545868403
1477,251282.928028972
1478,305472.10137263
1479,277797.872238319
1480,472933.297347615
1481,321002.209481679
1482,210864.406445975
1483,175466.506976369
1484,169575.931635962
1485,181709.350675922
1486,193449.045736053
1487,321019.764447867
1488,236379.484175324
1489,199239.364461475
1490,211169.329681026
1491,191754.609025575
1492,91818.9378810123
1493,179563.486180254
1494,297018.72141317
1495,291213.874389227
1496,227480.247416092
1497,187274.368047269
1498,166401.248793821
1499,161433.66923261
1500,158660.675390808
1501,175941.154014554
1502,156517.186624464
1503,287882.046263903
1504,238671.122415047
1505,220689.803419305
1506,189823.837373207
1507,233639.421124039
1508,196510.997826075
1509,163370.473258018
1510,147867.091548007
1511,149762.121001857
1512,164031.854637461
1513,147913.410187526
1514,160970.477056583
1515,185772.109890133
1516,157017.155020578
1517,160857.580827482
1518,131281.447660056
1519,218847.055753054
1520,135392.568136245
1521,139765.144749675
1522,166054.086633089
1523,114556.333078029
1524,126787.194155095
1525,124163.394221037
1526,122221.609350463
1527,106760.712952185
1528,133982.230754228
1529,147742.686754336
1530,174511.806762059
1531,117611.36549727
1532,101113.663774706
1533,139558.371497821
1534,121108.304192351
1535,150685.931058837
1536,113602.489552659
1537,69896.6017717829
1538,159556.903591757
1539,209445.574302763
1540,104934.428509506
1541,150738.361140464
1542,142011.91179469
1543,199512.201990712
1544,83565.96106713
1545,108216.013861044
1546,131876.486127059
1547,138220.417044308
1548,133176.377284501
1549,117801.211670385
1550,135884.652306524
1551,115860.876371801
1552,132393.93406134
1553,141055.774010545
1554,115100.347774331
1555,165443.258004665
1556,94690.3608805949
1557,110825.702796396
1558,94772.1204561275
1559,84500.1014262801
1560,139471.008294379
1561,135451.258290502
1562,129789.575299123
1563,120464.774087599
1564,156178.605566508
1565,148256.150498769
1566,226666.228712522
1567,76986.568269242
1568,224789.676401708
1569,134020.243447169
1570,134975.608159664
1571,128993.189965627
1572,143315.034165329
1573,227152.813804379
1574,116174.883088833
1575,207962.965255751
1576,219436.075240376
1577,191425.911687113
1578,152087.512487995
1579,144166.750278569
1580,190776.16573688
1581,148207.437903306
1582,128239.498402219
1583,310076.740842906
1584,228539.591108219
1585,139912.120629176
1586,69980.5407103934
1587,104708.31218193
1588,149661.720915752
1589,95859.4630722633
1590,135038.017650408
1591,101195.41280133
1592,119181.574089247
1593,118656.01908167
1594,135070.927621065
1595,116330.747244645
1596,226885.738016165
1597,174619.846622577
1598,204743.48028769
1599,174393.463999847
1600,171343.521427019
1601,71637.9348104052
1602,115050.396691431
1603,80839.1327844197
1604,262779.29463209
1605,248910.415765514
